,Unnamed: 0,Error,Energy,Iteration,Cost,Method,Architecture,Volume,SD,Total_Cost
359,159,0.41089533311334014,0.9259359718191356,159,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.005012815077685196,2895.9999999999914
360,160,0.4653569034484373,0.9613821468366386,160,18.1,PESMO,BERT-IMDB,0.6983311241275758,6.180022536054209e-05,2914.0999999999913
361,161,0.5102328771057361,0.8135354275629836,161,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.0079156069571391,2932.199999999991
362,162,0.5306062417179708,0.3964672041892437,162,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.005641352106382286,2950.299999999991
363,163,0.5045179654890262,0.3899537857266555,163,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.0021578707333496337,2968.399999999991
364,164,0.5208193382863842,0.95513906504849,164,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.008980092821344033,2986.499999999991
365,165,0.5519139344601042,0.4678602387631308,165,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.0020876866286756845,3004.599999999991
366,166,0.3710714292800762,0.291017929721074,166,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.0022785980732320603,3022.6999999999907
367,167,0.3520572866465021,0.5984795958605009,167,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.0033266574113630467,3040.7999999999906
368,168,0.33314735468305473,0.4836949658237776,168,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.004030763256750553,3058.8999999999905
369,169,0.4369379974825996,0.9273377013942914,169,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.00237726980605478,3076.9999999999905
370,170,0.3851869542173285,0.5375606421071453,170,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.0006578123430687299,3095.0999999999904
371,171,0.4866481485266465,0.5022357910463384,171,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.001436249667005687,3113.1999999999903
372,172,0.5147182510514233,0.6924722997700129,172,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.0014869739714364785,3131.29999999999
373,173,0.3513961748236948,0.6604253116096321,173,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.0087357033227777,3149.39999999999
374,174,0.4200256646488254,0.4005197972741724,174,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.006810199059783121,3167.49999999999
375,175,0.3923412410470085,0.31581462061576115,175,18.1,PESMO,BERT-IMDB,0.6983311241275758,0.0010789982355360554,3185.59999999999
376,176,0.4250881641543871,0.080522915470259,176,18.1,PESMO,BERT-IMDB,0.6986141236522809,0.009027711095894557,3203.69999999999
377,177,0.5168769693526472,0.21352485863706133,177,18.1,PESMO,BERT-IMDB,0.6986141236522809,0.004976709395473787,3221.7999999999897
378,178,0.5081222059298987,0.2338645589029503,178,18.1,PESMO,BERT-IMDB,0.698614123652281,0.006539656575229029,3239.8999999999896
379,179,0.4241123328216497,0.8716300347895409,179,18.1,PESMO,BERT-IMDB,0.6986141236522809,0.004043470686572951,3257.9999999999895
380,180,0.35132282572949103,0.10192102026298,180,18.1,PESMO,BERT-IMDB,0.698735048467715,0.009999158803124342,3276.0999999999894
381,181,0.5151479297307313,0.7115527707240397,181,18.1,PESMO,BERT-IMDB,0.698735048467715,0.003345975646967828,3294.1999999999894
382,182,0.2399656350184169,0.32957223084429405,182,18.1,PESMO,BERT-IMDB,0.6989989111280038,0.009770059243470543,3312.2999999999893
383,183,0.4557566022974372,0.4584170221613948,183,18.1,PESMO,BERT-IMDB,0.6989989111280038,0.00909140662514236,3330.399999999989
384,184,0.4584264764408111,0.1874947951155913,184,18.1,PESMO,BERT-IMDB,0.6989989111280038,0.007195127028916688,3348.499999999989
385,185,0.3845115079532631,0.9807527950726818,185,18.1,PESMO,BERT-IMDB,0.6989989111280039,0.005302605536163589,3366.599999999989
386,186,0.3429944138001205,0.935244324960619,186,18.1,PESMO,BERT-IMDB,0.6989989111280039,0.008207879491507059,3384.699999999989
387,187,0.4745449200441549,0.5138299067863935,187,18.1,PESMO,BERT-IMDB,0.6989989111280039,0.002130592170350809,3402.799999999989
388,188,0.4307244022276098,0.17726337219210353,188,18.1,PESMO,BERT-IMDB,0.6989989111280039,0.0026464271677940306,3420.8999999999887
389,189,0.42761467469676895,0.078203571277294,189,18.1,PESMO,BERT-IMDB,0.7003264697083844,0.009375019295246171,3438.9999999999886
390,190,0.4645871806982438,0.7745143790651627,190,18.1,PESMO,BERT-IMDB,0.7003264697083844,0.0083401504773364,3457.0999999999885
391,191,0.3907033382843439,0.8224102135791225,191,18.1,PESMO,BERT-IMDB,0.7003264697083844,0.005850871072843769,3475.1999999999884
392,192,0.39235474570302503,0.8940433369928966,192,18.1,PESMO,BERT-IMDB,0.7003264697083844,0.003215635768226723,3493.2999999999884
393,193,0.5526279691586741,0.34959373789587755,193,18.1,PESMO,BERT-IMDB,0.7003264697083844,0.00021218364211028076,3511.3999999999883
394,194,0.50993137017099,0.2080461774435053,194,18.1,PESMO,BERT-IMDB,0.7003264697083844,0.006212215861232048,3529.499999999988
395,195,0.5270970683559255,0.3937959609960595,195,18.1,PESMO,BERT-IMDB,0.7003264697083844,0.009068179512014982,3547.599999999988
396,196,0.3396971941636753,0.7866756977811522,196,18.1,PESMO,BERT-IMDB,0.7003264697083844,0.0015675623732314035,3565.699999999988
397,197,0.5182292887152393,0.537368651703612,197,18.1,PESMO,BERT-IMDB,0.7003264697083844,0.00283063786732912,3583.799999999988
398,198,0.43255589448109416,0.718692648076505,198,18.1,PESMO,BERT-IMDB,0.7003264697083844,0.008911416325124374,3601.899999999988
399,199,0.4136267268002725,0.8579292492924979,199,18.1,PESMO,BERT-IMDB,0.7003264697083845,0.004262671301565046,3619.9999999999877
400,0,0.33069775715441235,0.4706935227550483,0,18.1,ParEGO,BERT-IMDB,0.3542660123727432,0.00015918594808888353,18.1
401,1,0.44414607221386543,0.9914346455110394,1,18.1,ParEGO,BERT-IMDB,0.3542660123727432,0.0018221414502460512,36.2
402,2,0.3133409256710203,0.8311636681999715,2,18.1,ParEGO,BERT-IMDB,0.3571964761320704,0.005199807901847747,54.300000000000004
403,3,0.5152013535064686,0.4086941295500306,3,18.1,ParEGO,BERT-IMDB,0.3872536980412832,0.008253955024694993,72.4
404,4,0.4913623933736198,0.7676442771977553,4,18.1,ParEGO,BERT-IMDB,0.3872536980412832,0.009186847002646107,90.5
405,5,0.5298519072837506,0.4902594607375882,5,18.1,ParEGO,BERT-IMDB,0.3872536980412832,0.0004716353025680153,108.6
406,6,0.4737067929770338,0.299659284555058,6,18.1,ParEGO,BERT-IMDB,0.4472106338650732,0.0006416824983170266,126.69999999999999
407,7,0.28270087771890223,0.960340567072745,7,18.1,ParEGO,BERT-IMDB,0.4484258007917181,0.007063896051405427,144.79999999999998
408,8,0.3720774133210768,0.5332598560564019,8,18.1,ParEGO,BERT-IMDB,0.4484258007917181,0.005241951997978566,162.89999999999998
409,9,0.519651980194502,0.2935818435492572,9,18.1,ParEGO,BERT-IMDB,0.4513450875443393,0.0010468219918989665,180.99999999999997
410,10,0.3194674039932947,0.5202649461431753,10,18.1,ParEGO,BERT-IMDB,0.4548365899903772,0.0067126087520140345,199.09999999999997
411,11,0.3576636045912964,0.4921163065665764,11,18.1,ParEGO,BERT-IMDB,0.4548365899903772,0.0007915885987203321,217.19999999999996
412,12,0.4193110153614301,0.6265350377585761,12,18.1,ParEGO,BERT-IMDB,0.4548365899903772,0.008332406828217233,235.29999999999995
413,13,0.30845578890327163,0.38164200457954345,13,18.1,ParEGO,BERT-IMDB,0.4747095526858314,0.007580026425004199,253.39999999999995
414,14,0.2915246277820601,0.6881205515049111,14,18.1,ParEGO,BERT-IMDB,0.4793185536298292,0.003235660010926109,271.49999999999994
415,15,0.38987271199168505,0.8016534554347265,15,18.1,ParEGO,BERT-IMDB,0.4793185536298292,3.216669113304871e-05,289.59999999999997
416,16,0.5140873561366693,0.5793908530863879,16,18.1,ParEGO,BERT-IMDB,0.4793185536298292,0.008701323570765487,307.7
417,17,0.3629445584418432,0.7161495855212358,17,18.1,ParEGO,BERT-IMDB,0.4793185536298291,0.0025372936805198045,325.8
418,18,0.4716952522274864,0.2958975276519616,18,18.1,ParEGO,BERT-IMDB,0.4796638667643969,0.00958781973296316,343.90000000000003
419,19,0.293760024370026,0.151680970269431,19,18.1,ParEGO,BERT-IMDB,0.6001639300621795,0.005522958703127885,362.00000000000006
420,20,0.2980110926825128,0.5824826139579062,20,18.1,ParEGO,BERT-IMDB,0.6001639300621795,0.003786404000758957,380.1000000000001
421,21,0.32343072362293035,0.5318045411956525,21,18.1,ParEGO,BERT-IMDB,0.6001639300621795,0.009597651351276937,398.2000000000001
422,22,0.5299059043176637,0.9176843813599894,22,18.1,ParEGO,BERT-IMDB,0.6001639300621795,0.0016504827907863773,416.3000000000001
423,23,0.4790611390567257,0.3917101513392722,23,18.1,ParEGO,BERT-IMDB,0.6001639300621795,0.0007847409215357726,434.40000000000015
424,24,0.3969467240804101,0.6337000268511155,24,18.1,ParEGO,BERT-IMDB,0.6001639300621795,0.005110014366419022,452.50000000000017
425,25,0.3914442340740425,0.7933417209732724,25,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.004142929755147393,470.6000000000002
426,26,0.4726421173051734,0.8817359320161068,26,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.004268078343943999,488.7000000000002
427,27,0.5427588748276069,0.8002290433420142,27,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.009551131927717863,506.80000000000024
428,28,0.5290897691361149,0.3803955743808488,28,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.00023203723118139566,524.9000000000002
429,29,0.4584572498090384,0.6648285481457089,29,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.008332658313439946,543.0000000000002
430,30,0.3304489916063977,0.4005780267340748,30,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.006718973599792736,561.1000000000003
431,31,0.3127752065977447,0.4953047273640359,31,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.008888696990025853,579.2000000000003
432,32,0.3206712781733362,0.5870874319972699,32,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.00921239530529555,597.3000000000003
433,33,0.4735319313237419,0.6034767459832597,33,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.005212871958246517,615.4000000000003
434,34,0.4555804434747572,0.5370130702350829,34,18.1,ParEGO,BERT-IMDB,0.6001639300621795,0.0016602797073798515,633.5000000000003
435,35,0.4704787499999034,0.9168777349197212,35,18.1,ParEGO,BERT-IMDB,0.6001639300621796,0.004749846129227422,651.6000000000004
436,36,0.3347098849252481,0.5758160793034386,36,18.1,ParEGO,BERT-IMDB,0.6001639300621796,0.0011693976026331163,669.7000000000004
437,37,0.500355821797464,0.5717835048207569,37,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.009553968505793634,687.8000000000004
438,38,0.3467172630054126,0.6969343908613765,38,18.1,ParEGO,BERT-IMDB,0.6001639300621794,0.0022443780200788444,705.9000000000004
439,39,0.5294065424308749,0.773056081944977,39,18.1,ParEGO,BERT-IMDB,0.6001639300621796,0.003385604711715155,724.0000000000005
440,40,0.4290499146255515,0.6661073341689858,40,18.1,ParEGO,BERT-IMDB,0.6001639300621796,0.0060814422571647065,742.1000000000005
441,41,0.2924006921249016,0.5303583052953018,41,18.1,ParEGO,BERT-IMDB,0.6003783813705156,0.0003503426802710074,760.2000000000005
442,42,0.4346910626796959,0.4449114882870252,42,18.1,ParEGO,BERT-IMDB,0.6003783813705156,0.0010147566217755578,778.3000000000005
443,43,0.24016826593919105,0.341015557854795,43,18.1,ParEGO,BERT-IMDB,0.6344329459164846,0.0028993125156097856,796.4000000000005
444,44,0.524718212380094,0.7051725557004335,44,18.1,ParEGO,BERT-IMDB,0.6344329459164846,0.008228480448911146,814.5000000000006
445,45,0.4582879305626588,0.7894829928805369,45,18.1,ParEGO,BERT-IMDB,0.6344329459164846,0.008183472168109121,832.6000000000006
446,46,0.5353566233081644,0.725556795777093,46,18.1,ParEGO,BERT-IMDB,0.6344329459164846,0.006668751857912659,850.7000000000006
447,47,0.32953812865209897,0.141522417709307,47,18.1,ParEGO,BERT-IMDB,0.6412438680761313,0.005193078753066528,868.8000000000006
448,48,0.31528937861101697,0.148059627829576,48,18.1,ParEGO,BERT-IMDB,0.64129546767937,0.004227057596940096,886.9000000000007
449,49,0.4711382581585581,0.7791347198031706,49,18.1,ParEGO,BERT-IMDB,0.64129546767937,0.002780022387231611,905.0000000000007
450,50,0.4448578744053272,0.9818966317238178,50,18.1,ParEGO,BERT-IMDB,0.64129546767937,0.002728198688488901,923.1000000000007
451,51,0.4109427127344079,0.5567823842549884,51,18.1,ParEGO,BERT-IMDB,0.64129546767937,0.001986397107109481,941.2000000000007
452,52,0.3923658866287935,0.550519364030676,52,18.1,ParEGO,BERT-IMDB,0.64129546767937,0.009310621721113244,959.3000000000008
453,53,0.292205168381753,0.15739714911920802,53,18.1,ParEGO,BERT-IMDB,0.6415809678617496,0.0007606739095451642,977.4000000000008
454,54,0.2913706047744053,0.8935251750578748,54,18.1,ParEGO,BERT-IMDB,0.6415809678617496,0.00985237298812086,995.5000000000008
455,55,0.5580219328709768,0.4919691622230023,55,18.1,ParEGO,BERT-IMDB,0.6415809678617496,0.004467732289530274,1013.6000000000008
456,56,0.264939591185683,0.283781064419423,56,18.1,ParEGO,BERT-IMDB,0.6431414993607897,0.0032955638239603,1031.7000000000007
457,57,0.291793144748181,0.163620568860534,57,18.1,ParEGO,BERT-IMDB,0.6431910083247817,0.005992773293125467,1049.8000000000006
458,58,0.4680121061234711,0.9384278226497348,58,18.1,ParEGO,BERT-IMDB,0.6431910083247817,0.00948327732760482,1067.9000000000005
459,59,0.48901619241843297,0.8261003666344565,59,18.1,ParEGO,BERT-IMDB,0.6431910083247817,0.004304640675894358,1086.0000000000005
460,60,0.4275021481864488,0.2529197849203009,60,18.1,ParEGO,BERT-IMDB,0.6431910083247817,0.0009374190244290717,1104.1000000000004
461,61,0.3787391098040695,0.3418277668667798,61,18.1,ParEGO,BERT-IMDB,0.6431910083247817,0.009426796452170821,1122.2000000000003
462,62,0.3281281436082436,0.7085264961887551,62,18.1,ParEGO,BERT-IMDB,0.6431910083247817,1.0824097268269384e-05,1140.3000000000002
463,63,0.5321225376100087,0.9043430063011308,63,18.1,ParEGO,BERT-IMDB,0.6431910083247817,0.005371478338767922,1158.4
464,64,0.462472537112309,0.6770423592589894,64,18.1,ParEGO,BERT-IMDB,0.6431910083247817,0.008354474451101305,1176.5
465,65,0.4335629658888993,0.5280437477465891,65,18.1,ParEGO,BERT-IMDB,0.6431910083247817,0.0033198918280974944,1194.6
466,66,0.4398693717988961,0.9219207748722508,66,18.1,ParEGO,BERT-IMDB,0.6431910083247817,0.009074482055129115,1212.6999999999998
467,67,0.5118662290618808,0.4565578848207306,67,18.1,ParEGO,BERT-IMDB,0.6431910083247817,0.003698733892912238,1230.7999999999997
468,68,0.27442256086525896,0.18954010658342105,68,18.1,ParEGO,BERT-IMDB,0.6448280287880789,0.00642774791813161,1248.8999999999996
469,69,0.5366577442336382,0.9312434192108341,69,18.1,ParEGO,BERT-IMDB,0.6448280287880789,0.0072526317285,1266.9999999999995
470,70,0.4859880735689402,0.3812069892944295,70,18.1,ParEGO,BERT-IMDB,0.6448280287880789,0.006326763146348747,1285.0999999999995
471,71,0.4534479370616954,0.5922220147349263,71,18.1,ParEGO,BERT-IMDB,0.6448280287880789,0.007992031494094637,1303.1999999999994
472,72,0.4690719095194306,0.5096982570057138,72,18.1,ParEGO,BERT-IMDB,0.6448280287880789,0.00976394343636985,1321.2999999999993
473,73,0.4672025917056959,0.5651381427488908,73,18.1,ParEGO,BERT-IMDB,0.6448280287880789,0.0018564054975887577,1339.3999999999992
474,74,0.4349837957861655,0.3850242785820613,74,18.1,ParEGO,BERT-IMDB,0.6448280287880788,0.004042246455038546,1357.499999999999
475,75,0.2312233035904989,0.39805076454377003,75,18.1,ParEGO,BERT-IMDB,0.6502124420350589,0.003572979428268242,1375.599999999999
476,76,0.4840546449746818,0.6490060747432498,76,18.1,ParEGO,BERT-IMDB,0.6502124420350589,0.005602833564805228,1393.699999999999
477,77,0.5015261595456878,0.7275470388124471,77,18.1,ParEGO,BERT-IMDB,0.6502124420350588,0.0027009095903671645,1411.7999999999988
478,78,0.3390085445265879,0.8367478421603597,78,18.1,ParEGO,BERT-IMDB,0.6502124420350588,0.006797003981250186,1429.8999999999987
479,79,0.33118359143099546,0.4032805484437519,79,18.1,ParEGO,BERT-IMDB,0.6502124420350588,0.008636546266219411,1447.9999999999986
480,80,0.268206626201321,0.255253444390507,80,18.1,ParEGO,BERT-IMDB,0.6503897678572761,0.00036651964912098883,1466.0999999999985
481,81,0.3714462105825828,0.9927269737717804,81,18.1,ParEGO,BERT-IMDB,0.6503897678572761,0.006056647161143373,1484.1999999999985
482,82,0.5505539986802193,0.2477328063936656,82,18.1,ParEGO,BERT-IMDB,0.6503897678572762,0.0022028954130636925,1502.2999999999984
483,83,0.4474822295652202,0.6678773610298246,83,18.1,ParEGO,BERT-IMDB,0.6503897678572762,0.0031914882235042647,1520.3999999999983
484,84,0.4944183273781114,0.7984589019449264,84,18.1,ParEGO,BERT-IMDB,0.6503897678572761,0.003970128264373781,1538.4999999999982
485,85,0.29563665091446123,0.7896105687925867,85,18.1,ParEGO,BERT-IMDB,0.6503897678572762,0.0019989510851021377,1556.599999999998
486,86,0.5138274964900543,0.5326433037234442,86,18.1,ParEGO,BERT-IMDB,0.6503897678572762,0.005217551399961964,1574.699999999998
487,87,0.28589381184240603,0.164522882382538,87,18.1,ParEGO,BERT-IMDB,0.6505373527912156,0.002805132320413928,1592.799999999998
488,88,0.4638780962301713,0.4082065860388745,88,18.1,ParEGO,BERT-IMDB,0.6505373527912156,0.004545921357049177,1610.8999999999978
489,89,0.4607205850836694,0.42075528251766825,89,18.1,ParEGO,BERT-IMDB,0.6505373527912155,0.0030021665037768303,1628.9999999999977
490,90,0.3002028871545834,0.5669811670096121,90,18.1,ParEGO,BERT-IMDB,0.6505373527912156,0.005891563829304566,1647.0999999999976
491,91,0.4994226198230578,0.9402056475809256,91,18.1,ParEGO,BERT-IMDB,0.6505373527912156,0.009806456436965332,1665.1999999999975
492,92,0.5070322218637271,0.35910972216547205,92,18.1,ParEGO,BERT-IMDB,0.6505373527912156,0.004060748180190822,1683.2999999999975
493,93,0.3666795599237917,0.8742811766699218,93,18.1,ParEGO,BERT-IMDB,0.6505373527912156,0.002729930141460897,1701.3999999999974
494,94,0.5088234466477882,0.3287316749950151,94,18.1,ParEGO,BERT-IMDB,0.6505373527912156,0.00285207213269418,1719.4999999999973
495,95,0.3085143606129165,0.4717537017694376,95,18.1,ParEGO,BERT-IMDB,0.6505373527912157,0.0028480163171417084,1737.5999999999972
496,96,0.4637919279644364,0.5791454892217875,96,18.1,ParEGO,BERT-IMDB,0.6505373527912157,0.0042029421869910115,1755.699999999997
497,97,0.28748611585709744,0.36908958279058496,97,18.1,ParEGO,BERT-IMDB,0.6505373527912157,0.00114866530189742,1773.799999999997
498,98,0.4066494053974815,0.7008457498601974,98,18.1,ParEGO,BERT-IMDB,0.6505373527912157,0.0065018502148001455,1791.899999999997
499,99,0.2990316521769781,0.5617156286833878,99,18.1,ParEGO,BERT-IMDB,0.6505373527912157,0.0006767954129409892,1809.9999999999968
500,100,0.4130786599041807,0.25717380685008473,100,18.1,ParEGO,BERT-IMDB,0.6505373527912157,0.0023734252306843538,1828.0999999999967
501,101,0.4039523240040015,0.9004087236714821,101,18.1,ParEGO,BERT-IMDB,0.6505373527912157,0.009480775057774038,1846.1999999999966
502,102,0.4102305140491581,0.4153498992984196,102,18.1,ParEGO,BERT-IMDB,0.6505373527912157,0.003249251065909889,1864.2999999999965
503,103,0.5272383382263581,0.7663668261159946,103,18.1,ParEGO,BERT-IMDB,0.6505373527912157,0.009968145096914072,1882.3999999999965
504,104,0.3426907137765794,0.8682308955007586,104,18.1,ParEGO,BERT-IMDB,0.6505373527912156,0.0018820271343333245,1900.4999999999964
505,105,0.2429393130432469,0.305958491657568,105,18.1,ParEGO,BERT-IMDB,0.6513086179984123,0.005502540655421114,1918.5999999999963
506,106,0.4800714806052815,0.5514601589163107,106,18.1,ParEGO,BERT-IMDB,0.6513086179984123,0.007729878278333651,1936.6999999999962
507,107,0.2845870043698984,0.3106851261723853,107,18.1,ParEGO,BERT-IMDB,0.6513086179984123,0.005746959468396997,1954.799999999996
508,108,0.30470379019386673,0.5908619834069662,108,18.1,ParEGO,BERT-IMDB,0.6513086179984123,0.0021340260102521253,1972.899999999996
509,109,0.3630475980729464,0.8467994244513768,109,18.1,ParEGO,BERT-IMDB,0.6513086179984123,0.001191020039881976,1990.999999999996
510,110,0.33107866491590776,0.33642244582700104,110,18.1,ParEGO,BERT-IMDB,0.6513086179984123,0.0016922829624643266,2009.0999999999958
511,111,0.3530162049571985,0.5303560870637374,111,18.1,ParEGO,BERT-IMDB,0.6513086179984123,0.009604904210208456,2027.1999999999957
512,112,0.3181701869687615,0.5195018389007976,112,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.007199741532606025,2045.2999999999956
513,113,0.3595128629180577,0.9363865578034776,113,18.1,ParEGO,BERT-IMDB,0.6513086179984126,0.008505766670570944,2063.3999999999955
514,114,0.4021004286166222,0.7953767837130912,114,18.1,ParEGO,BERT-IMDB,0.6513086179984126,0.007585593723756547,2081.4999999999955
515,115,0.3865355983742426,0.3845023667826025,115,18.1,ParEGO,BERT-IMDB,0.6513086179984126,0.0008770095131430532,2099.5999999999954
516,116,0.3074177779131397,0.3349389489885892,116,18.1,ParEGO,BERT-IMDB,0.6513086179984126,0.005589999108377657,2117.6999999999953
517,117,0.3022033219913446,0.7921323940268945,117,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.007157473670059723,2135.799999999995
518,118,0.5564622741628444,0.7829473352220913,118,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.0044083826914126135,2153.899999999995
519,119,0.4406817760251587,0.43902486048649797,119,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.003451287085208623,2171.999999999995
520,120,0.2881888606828425,0.4514938041589869,120,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.0042770827498396224,2190.099999999995
521,121,0.4214573976005109,0.3758042600768319,121,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.003249188895593265,2208.199999999995
522,122,0.3565711922693295,0.482944798273637,122,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.008931530713605909,2226.2999999999947
523,123,0.5346837587749667,0.3364322503025737,123,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.001231531525153644,2244.3999999999946
524,124,0.470954536756986,0.8942240393022756,124,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.005301121063465632,2262.4999999999945
525,125,0.4791875296042073,0.7795751070311807,125,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.0054066189701909104,2280.5999999999945
526,126,0.5230897405490262,0.7372323525770226,126,18.1,ParEGO,BERT-IMDB,0.6513086179984124,0.0076801733103857295,2298.6999999999944
527,127,0.31838899344241633,0.9559890047132332,127,18.1,ParEGO,BERT-IMDB,0.6513086179984126,0.008505594764999378,2316.7999999999943
528,128,0.4655284335151583,0.7615497189521728,128,18.1,ParEGO,BERT-IMDB,0.6513086179984126,0.007085647099699545,2334.899999999994
529,129,0.42202570078260737,0.9129910332606848,129,18.1,ParEGO,BERT-IMDB,0.6513086179984126,0.005473188915713579,2352.999999999994
530,130,0.5382338963246858,0.9425560301695202,130,18.1,ParEGO,BERT-IMDB,0.6513086179984126,0.002868547451578071,2371.099999999994
531,131,0.3307564796446,0.135850003490899,131,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.008648636550482315,2389.199999999994
532,132,0.5539941539773757,0.57427570044478,132,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.009337054490522185,2407.299999999994
533,133,0.4782119204561841,0.6833656842118856,133,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.0010070200477966696,2425.3999999999937
534,134,0.5405866598082207,0.8597886420476518,134,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.0035550608274601773,2443.4999999999936
535,135,0.3146658619817145,0.51170673961707,135,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.007996381231885145,2461.5999999999935
536,136,0.4281763928546321,0.5171178683656091,136,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.007612884225086487,2479.6999999999935
537,137,0.527917598455866,0.9901029280268518,137,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.0056671444531536455,2497.7999999999934
538,138,0.34860219323313524,0.6984498549193751,138,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.0021461584398279145,2515.8999999999933
539,139,0.3267587969156513,0.9435021994058752,139,18.1,ParEGO,BERT-IMDB,0.6551048444588539,4.591302753031878e-05,2533.999999999993
540,140,0.29690576659688084,0.4776088420038541,140,18.1,ParEGO,BERT-IMDB,0.6551048444588539,0.005432626897487281,2552.099999999993
541,141,0.4425003643343425,0.5066213144125928,141,18.1,ParEGO,BERT-IMDB,0.6551048444588539,0.004749533391630515,2570.199999999993
542,142,0.3428040399477033,0.4608363747451061,142,18.1,ParEGO,BERT-IMDB,0.6551048444588539,0.0040936880389409475,2588.299999999993
543,143,0.3558372883361164,0.6166873768706487,143,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.00426162351677772,2606.399999999993
544,144,0.5047810164138271,0.94221097835283,144,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.005224983023672572,2624.4999999999927
545,145,0.4589248036541154,0.5544214033968867,145,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.006901593864024822,2642.5999999999926
546,146,0.29563565699341043,0.4451866572731489,146,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.007800396693830994,2660.6999999999925
547,147,0.38181745939714495,0.2325114083481452,147,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.002719736807702717,2678.7999999999925
548,148,0.3970633391505313,0.9259895084732014,148,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.008288360631309739,2696.8999999999924
549,149,0.3838308057825203,0.9518475744010266,149,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.003269079429773956,2714.9999999999923
550,150,0.3719457951393289,0.2193658083150513,150,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.009454168990747809,2733.099999999992
551,151,0.33731911471891146,0.6039059339800028,151,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.006805491457889271,2751.199999999992
552,152,0.4041430073795858,0.7933995669280116,152,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.004009551666992626,2769.299999999992
553,153,0.4134989090805361,0.8048841792118988,153,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.007401037419363411,2787.399999999992
554,154,0.5380275131813128,0.8851924536585368,154,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.00325620392223518,2805.499999999992
555,155,0.464472246097423,0.8284963925247046,155,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.0005809705598075533,2823.5999999999917
556,156,0.41579028466816814,0.3852498087432198,156,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.0019348405373266946,2841.6999999999916
557,157,0.4884575799172016,0.3771215521291755,157,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.0022123250115112405,2859.7999999999915
558,158,0.40804316280021297,0.4038760999657445,158,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.008789534125318825,2877.8999999999915
559,159,0.4352561553520733,0.4335043746628571,159,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.009358967161363578,2895.9999999999914
560,160,0.4421008395676028,0.4132790692694648,160,18.1,ParEGO,BERT-IMDB,0.655104844458854,0.0017963170418451458,2914.0999999999913
